#4cyc(true),#4cyc(est),#4cyc(rel-err),#4cyc(l2-loss),max_deg
3.915000e+03,3.009197e+04,6.686328e+00,6.852339e+08,12,8.800000e-05
3.915000e+03,-1.167322e+04,3.981666e+00,2.429926e+08,12,7.400000e-05
3.915000e+03,3.504836e+04,7.952327e+00,9.692862e+08,12,7.300000e-05
3.915000e+03,9.367014e+03,1.392596e+00,2.972446e+07,12,7.000000e-05
3.915000e+03,-1.397743e+04,4.570224e+00,3.201390e+08,12,6.900000e-05
3.915000e+03,-1.500036e+04,4.831509e+00,3.577907e+08,12,6.800000e-05
3.915000e+03,2.526072e+04,5.452292e+00,4.556400e+08,12,6.700000e-05
3.915000e+03,-1.182904e+04,4.021466e+00,2.478748e+08,12,7.100000e-05
3.915000e+03,3.401171e+04,7.687538e+00,9.058120e+08,12,7.100000e-05
3.915000e+03,-1.273288e+04,4.252333e+00,2.771520e+08,12,1.330000e-04
3.915000e+03,-2.559939e+04,7.538798e+00,8.710994e+08,12,7.300000e-05
3.915000e+03,1.787741e+04,3.566388e+00,1.949488e+08,12,7.100000e-05
3.915000e+03,7.157266e+03,8.281650e-01,1.051229e+07,12,7.200000e-05
3.915000e+03,5.214755e+03,3.319937e-01,1.689364e+06,12,7.100000e-05
3.915000e+03,-2.013759e+04,6.143702e+00,5.785273e+08,12,7.200000e-05
3.915000e+03,2.521107e+04,5.439609e+00,4.535226e+08,12,7.000000e-05
3.915000e+03,5.772148e+04,1.374367e+01,2.895138e+09,12,7.300000e-05
3.915000e+03,3.059011e+04,6.813567e+00,7.115617e+08,12,9.000000e-05
3.915000e+03,7.693870e+04,1.865228e+01,5.332460e+09,12,7.200000e-05
3.915000e+03,-7.036143e+03,2.797227e+00,1.199275e+08,12,7.200000e-05
function,AVG(rel-err),AVG(l2-loss)
4-cycles,5.834184e+00,7.830516e+08
CalcTime,7.600000e-05
