#2hop(true),#2hop(est),#2hop(rel-err),#2hop(l2-loss),max_deg
5.967000e+03,7.528592e+03,2.617046e-01,2.438568e+06,12,1.069566e+00
5.967000e+03,4.405807e+03,2.616378e-01,2.437323e+06,12,5.815140e-01
5.967000e+03,4.530054e+03,2.408155e-01,2.064814e+06,12,6.016570e-01
5.967000e+03,8.981927e+03,5.052669e-01,9.089788e+06,12,5.599410e-01
5.967000e+03,3.167246e+03,4.692063e-01,7.838622e+06,12,5.886770e-01
5.967000e+03,0.000000e+00,1.000000e+00,3.560509e+07,12,6.750010e-01
5.967000e+03,4.346786e+03,2.715290e-01,2.625093e+06,12,6.123010e-01
5.967000e+03,1.887418e+02,9.683691e-01,3.338827e+07,12,6.549050e-01
5.967000e+03,0.000000e+00,1.000000e+00,3.560509e+07,12,5.959090e-01
5.967000e+03,1.198658e+03,7.991189e-01,2.273709e+07,12,6.161770e-01
5.967000e+03,0.000000e+00,1.000000e+00,3.560509e+07,12,6.316790e-01
5.967000e+03,0.000000e+00,1.000000e+00,3.560509e+07,12,5.869450e-01
5.967000e+03,3.270772e+03,4.518566e-01,7.269647e+06,12,5.565310e-01
5.967000e+03,1.221328e+02,9.795320e-01,3.416247e+07,12,6.601520e-01
5.967000e+03,4.041833e+03,3.226357e-01,3.706268e+06,12,5.659010e-01
5.967000e+03,4.197280e+03,2.965846e-01,3.131909e+06,12,6.136080e-01
5.967000e+03,1.812493e+03,6.962472e-01,1.725993e+07,12,7.484710e-01
5.967000e+03,0.000000e+00,1.000000e+00,3.560509e+07,12,6.935920e-01
5.967000e+03,3.929931e+02,9.341389e-01,3.106955e+07,12,6.991250e-01
5.967000e+03,2.057101e+03,6.552537e-01,1.528731e+07,12,5.247870e-01
function,AVG(rel-err),AVG(l2-loss)
4-cycles,6.556948e-01,1.862660e+07
CalcTime,6.418220e-01
