#4cyc(true),#4cyc(est),#4cyc(rel-err),#4cyc(l2-loss),max_deg
3.394224e+07,0.000000e+00,1.000000e+00,1.152076e+15,709,5.807710e-01
3.394224e+07,0.000000e+00,1.000000e+00,1.152076e+15,709,5.279420e-01
3.394224e+07,1.935549e+08,4.702478e+00,2.547619e+16,709,2.991230e-01
3.394224e+07,2.577713e+08,6.594410e+00,5.009945e+16,709,2.828620e-01
3.394224e+07,3.459908e+08,9.193516e+00,9.737428e+16,709,5.414020e-01
3.394224e+07,0.000000e+00,1.000000e+00,1.152076e+15,709,4.045670e-01
3.394224e+07,0.000000e+00,1.000000e+00,1.152076e+15,709,3.175420e-01
3.394224e+07,1.914137e+07,4.360605e-01,2.190658e+14,709,3.936400e-01
3.394224e+07,6.612905e+07,9.482818e-01,1.035991e+15,709,4.753970e-01
3.394224e+07,0.000000e+00,1.000000e+00,1.152076e+15,709,5.039340e-01
3.394224e+07,0.000000e+00,1.000000e+00,1.152076e+15,709,5.439500e-01
3.394224e+07,2.316057e+08,5.823524e+00,3.907084e+16,709,2.844170e-01
3.394224e+07,0.000000e+00,1.000000e+00,1.152076e+15,709,3.855220e-01
3.394224e+07,4.360312e+08,1.184627e+01,1.616755e+17,709,5.135420e-01
3.394224e+07,1.330555e+08,2.920057e+00,9.823442e+15,709,4.938160e-01
3.394224e+07,0.000000e+00,1.000000e+00,1.152076e+15,709,2.922590e-01
3.394224e+07,0.000000e+00,1.000000e+00,1.152076e+15,709,4.254290e-01
3.394224e+07,0.000000e+00,1.000000e+00,1.152076e+15,709,3.213710e-01
3.394224e+07,0.000000e+00,1.000000e+00,1.152076e+15,709,3.013890e-01
3.394224e+07,2.866196e+08,7.444333e+00,6.384584e+16,709,3.993740e-01
function,AVG(rel-err),AVG(l2-loss)
4-cycles,3.045446e+00,2.306467e+16
CalcTime,4.144125e-01
